ensembl_gene_id	mgi_symbol	gene_biotype	chromosome_name	start_position	end_position
ENSMUSG00000078794	Dact3	protein_coding	7	16609242	16621387
ENSMUSG00000039206	Daglb	protein_coding	5	143450339	143491697
ENSMUSG00000106943	Dancr	lncRNA	5	74253721	74256067
ENSMUSG00000053226	Dand5	protein_coding	8	85542033	85559038
ENSMUSG00000031970	Dbndd1	protein_coding	8	124231457	124242202
ENSMUSG00000059824	Dbp	protein_coding	7	45354512	45359627
ENSMUSG00000037103	Dcaf15	protein_coding	8	84823701	84831397
ENSMUSG00000036862	Dchs1	protein_coding	7	105402197	105436861
ENSMUSG00000029366	Dck	protein_coding	5	88912855	88931140
ENSMUSG00000041477	Dcp1b	protein_coding	6	119152214	119198577
ENSMUSG00000031562	Dctd	protein_coding	8	48552127	48606268
ENSMUSG00000031865	Dctn1	protein_coding	6	83142902	83177099
ENSMUSG00000030868	Dctn5	protein_coding	7	121732264	121748267
ENSMUSG00000031516	Dctn6	protein_coding	8	34557574	34575950
ENSMUSG00000042462	Dctpp1	protein_coding	7	126856131	126859881
ENSMUSG00000038506	Dcun1d2	protein_coding	8	13305963	13338131
ENSMUSG00000048787	Dcun1d3	protein_coding	7	119452019	119495521
ENSMUSG00000051674	Dcun1d4	protein_coding	5	73638343	73718137
ENSMUSG00000032002	Dcun1d5	protein_coding	9	7184520	7208205
ENSMUSG00000074247	Dda1	protein_coding	8	71921843	71928742
ENSMUSG00000061313	Ddhd2	protein_coding	8	26215373	26244624
ENSMUSG00000030641	Ddias	protein_coding	7	92506733	92523455
ENSMUSG00000015023	Ddx19a	protein_coding	8	111701628	111724432
ENSMUSG00000033658	Ddx19b	protein_coding	8	111729820	111758383
ENSMUSG00000045538	Ddx28	protein_coding	8	106736253	106738514
ENSMUSG00000030204	Ddx47	protein_coding	6	134988575	135000739
ENSMUSG00000057788	Ddx49	protein_coding	8	70745516	70755139
ENSMUSG00000029504	Ddx51	protein_coding	5	110801317	110808362
ENSMUSG00000029599	Ddx54	protein_coding	5	120750804	120766657
ENSMUSG00000029389	Ddx55	protein_coding	5	124690927	124707723
ENSMUSG00000037921	Ddx60	protein_coding	8	62381121	62491278
ENSMUSG00000058886	Deaf1	protein_coding	7	140877093	140907603
ENSMUSG00000054499	Dedd2	protein_coding	7	24899340	24920040
ENSMUSG00000001482	Def8	protein_coding	8	124150266	124190009
ENSMUSG00000044748	Defb1	protein_coding	8	22266615	22285201
ENSMUSG00000038456	Dennd2a	protein_coding	6	39439312	39534801
ENSMUSG00000035901	Dennd5a	protein_coding	7	109492987	109559677
ENSMUSG00000030313	Dennd5b	protein_coding	6	148889569	149003178
ENSMUSG00000023106	Denr	protein_coding	5	124045238	124066898
ENSMUSG00000037426	Depdc5	protein_coding	5	33021045	33151580
ENSMUSG00000048489	Depp1	protein_coding	6	116627570	116629755
ENSMUSG00000030225	Dera	protein_coding	6	137731544	137834338
ENSMUSG00000030610	Det1	protein_coding	7	78471295	78497011
ENSMUSG00000039977	Deup1	protein_coding	9	15471160	15539229
ENSMUSG00000030747	Dgat2	protein_coding	7	98802865	98831926
ENSMUSG00000004815	Dgkq	protein_coding	5	108794559	108817538
ENSMUSG00000014554	Dguok	protein_coding	6	83457199	83483951
ENSMUSG00000058454	Dhcr7	protein_coding	7	143376882	143402147
ENSMUSG00000011382	Dhdh	protein_coding	7	45120411	45138229
ENSMUSG00000031730	Dhodh	protein_coding	8	110317975	110335305
ENSMUSG00000060038	Dhps	protein_coding	8	85798386	85801791
ENSMUSG00000029169	Dhx15	protein_coding	5	52307545	52347856
ENSMUSG00000030986	Dhx32	protein_coding	7	133322671	133384455
ENSMUSG00000006019	Dhx34	protein_coding	7	15931072	15955962
ENSMUSG00000029480	Dhx37	protein_coding	5	125490922	125511185
ENSMUSG00000037993	Dhx38	protein_coding	8	110274643	110292493
ENSMUSG00000029433	Diablo	protein_coding	5	123647828	123662239
ENSMUSG00000029270	Dipk1a	protein_coding	5	108055919	108134951
ENSMUSG00000043051	Disc1	protein_coding	8	125780934	125988597
ENSMUSG00000030772	Dkk3	protein_coding	7	111715224	111758264
ENSMUSG00000030792	Dkkl1	protein_coding	7	44856943	44861571
ENSMUSG00000031523	Dlc1	protein_coding	8	37034905	37420297
ENSMUSG00000052572	Dlg2	protein_coding	7	90125880	92098455
ENSMUSG00000057229	Dmac2	protein_coding	7	25318839	25324976
ENSMUSG00000047517	Dmbt1	protein_coding	7	130633776	130723357
ENSMUSG00000060962	Dmkn	protein_coding	7	30463181	30480488
ENSMUSG00000029307	Dmp1	protein_coding	5	104350479	104361968
ENSMUSG00000030409	Dmpk	protein_coding	7	18817774	18827746
ENSMUSG00000030410	Dmwd	protein_coding	7	18810152	18816701
ENSMUSG00000031831	Dnaaf1	protein_coding	8	120301974	120325193
ENSMUSG00000055809	Dnaaf3	protein_coding	7	4525932	4535452
ENSMUSG00000025857	Dnaaf5	protein_coding	5	139135978	139172265
ENSMUSG00000038011	Dnah10	protein_coding	5	124802149	124911372
ENSMUSG00000052273	Dnah3	protein_coding	7	119521894	119694503
ENSMUSG00000052861	Dnah6	protein_coding	6	72994589	73198634
ENSMUSG00000031701	Dnaja2	protein_coding	8	86264262	86281973
ENSMUSG00000005483	Dnajb1	protein_coding	8	84334822	84339282
ENSMUSG00000030708	Dnajb13	protein_coding	7	100150923	100164167
ENSMUSG00000029131	Dnajb6	protein_coding	5	29940686	30023132
ENSMUSG00000029014	Dnajc2	protein_coding	5	21962265	21990249
ENSMUSG00000061118	Dnajc30	protein_coding	5	135093056	135094716
ENSMUSG00000003812	Dnase2a	protein_coding	8	85635189	85649544
ENSMUSG00000030882	Dnhd1	protein_coding	7	105300034	105371006
ENSMUSG00000033335	Dnm2	protein_coding	9	21336204	21419055
ENSMUSG00000004099	Dnmt1	protein_coding	9	20818505	20871184
ENSMUSG00000058325	Dock1	protein_coding	7	134272383	134775368
ENSMUSG00000032198	Dock6	protein_coding	9	21711156	21763931
ENSMUSG00000068335	Dok1	protein_coding	6	83007915	83010452
ENSMUSG00000040631	Dok4	protein_coding	8	95590456	95602958
ENSMUSG00000044716	Dok7	protein_coding	5	35214110	35245183
ENSMUSG00000019278	Dpep1	protein_coding	8	123912981	123928551
ENSMUSG00000053687	Dpep2	protein_coding	8	106711576	106718391
ENSMUSG00000115067	Dpep2	protein_coding	8	106711577	106723055
ENSMUSG00000031898	Dpep3	protein_coding	8	106700145	106706061
ENSMUSG00000030584	Dpf1	protein_coding	7	29003376	29017668
ENSMUSG00000061576	Dpp6	protein_coding	5	27022201	27932503
ENSMUSG00000046323	Dppa3	protein_coding	6	122603369	122607231
ENSMUSG00000043067	Dpy19l1	protein_coding	9	24323072	24414436
ENSMUSG00000085576	Dpy19l2	protein_coding	9	24468343	24607589
ENSMUSG00000043671	Dpy19l3	protein_coding	7	35384590	35453879
ENSMUSG00000029168	Dpysl5	protein_coding	5	30868908	30956719
ENSMUSG00000009145	Dqx1	protein_coding	6	83034825	83044299
ENSMUSG00000029265	Dr1	protein_coding	5	108416763	108428392
ENSMUSG00000073102	Drc1	protein_coding	5	30486386	30524039
ENSMUSG00000031786	Drc7	protein_coding	8	95781731	95804769
ENSMUSG00000053268	Dspp	protein_coding	5	104318578	104327993
ENSMUSG00000029603	Dtx1	protein_coding	5	120818267	120849992
ENSMUSG00000004947	Dtx2	protein_coding	5	136023654	136061726
ENSMUSG00000031901	Dus2	protein_coding	8	106717969	106780472
ENSMUSG00000030002	Dusp11	protein_coding	6	85919250	85938649
ENSMUSG00000030203	Dusp16	protein_coding	6	134692431	134769588
ENSMUSG00000039661	Dusp26	protein_coding	8	31579499	31587075
ENSMUSG00000031530	Dusp4	protein_coding	8	35274451	35287048
ENSMUSG00000037887	Dusp8	protein_coding	7	141633227	141649580
ENSMUSG00000035770	Dync1li2	protein_coding	8	105144312	105169679
ENSMUSG00000047193	Dync2h1	protein_coding	9	6928503	7184446
ENSMUSG00000009013	Dynll1	protein_coding	5	115435169	115439058
ENSMUSG00000034467	Dynlrb2	protein_coding	8	117231713	117242654
ENSMUSG00000002409	Dyrk1b	protein_coding	7	27878894	27886719
ENSMUSG00000030345	Dyrk4	protein_coding	6	126852983	126898802
ENSMUSG00000033788	Dysf	protein_coding	6	83985572	84188042
ENSMUSG00000097706	E030037K01Rik	lncRNA	8	48166301	48168056
ENSMUSG00000085271	E130006D01Rik	lncRNA	5	111882150	111909591
ENSMUSG00000039244	E130309D02Rik	protein_coding	5	143286950	143301115
ENSMUSG00000096957	E230013L22Rik	lncRNA	8	11527929	11530241
ENSMUSG00000087231	E230016M11Rik	lncRNA	6	67013583	67057638
ENSMUSG00000097585	E230029C05Rik	lncRNA	7	89629931	89698277
ENSMUSG00000109251	E230032D23Rik	lncRNA	7	143181761	143224351
ENSMUSG00000014859	E2f4	protein_coding	8	106024295	106032002
ENSMUSG00000046179	E2f8	protein_coding	7	48516177	48531344
ENSMUSG00000045291	E330021D16Rik	protein_coding	6	136377315	136392567
ENSMUSG00000078580	E430018J23Rik	protein_coding	7	126988845	126992801
ENSMUSG00000030871	Ears2	protein_coding	7	121636436	121666486
ENSMUSG00000010476	Ebf3	protein_coding	7	136795402	136916174
ENSMUSG00000053898	Ech1	protein_coding	7	28524642	28531672
ENSMUSG00000025465	Echs1	protein_coding	7	139685623	139696389
ENSMUSG00000066839	Ecsit	protein_coding	9	21983542	21996734
ENSMUSG00000036270	Edc4	protein_coding	8	106607513	106621540
ENSMUSG00000030104	Edem1	protein_coding	6	108805602	108836317
ENSMUSG00000031616	Ednra	protein_coding	8	78389660	78451093
ENSMUSG00000039990	Edrf1	protein_coding	7	133239272	133274700
ENSMUSG00000030619	Eed	protein_coding	7	89603862	89630191
ENSMUSG00000030960	Eef1akmt2	protein_coding	7	132429186	132454402
ENSMUSG00000035064	Eef2k	protein_coding	7	120442054	120506673
ENSMUSG00000033216	Eefsec	protein_coding	6	88234316	88423521
ENSMUSG00000036611	Eepd1	protein_coding	9	25392843	25515406
ENSMUSG00000030321	Efcab12	protein_coding	6	115787690	115815373
ENSMUSG00000068263	Efcc1	protein_coding	6	87707851	87732890
ENSMUSG00000038563	Efl1	protein_coding	7	82297822	82427060
ENSMUSG00000001300	Efnb2	protein_coding	8	8667434	8711242
ENSMUSG00000031987	Egln1	protein_coding	8	125635326	125676063
ENSMUSG00000058709	Egln2	protein_coding	7	26858083	26866227
ENSMUSG00000074364	Ehd2	protein_coding	7	15680883	15701492
ENSMUSG00000046058	Eid2	protein_coding	7	27967306	27968697
ENSMUSG00000070705	Eid2b	protein_coding	7	27977164	27978914
ENSMUSG00000029613	Eif2ak1	protein_coding	5	143803543	143841069
ENSMUSG00000031668	Eif2ak3	protein_coding	6	70821499	70882229
ENSMUSG00000029388	Eif2b1	protein_coding	5	124708276	124717194
ENSMUSG00000029145	Eif2b4	protein_coding	5	31344902	31350774
ENSMUSG00000056076	Eif3b	protein_coding	5	140405083	140429115
ENSMUSG00000030738	Eif3c	protein_coding	7	126145627	126165583
ENSMUSG00000031029	Eif3f	protein_coding	7	108533624	108542158
ENSMUSG00000070319	Eif3g	protein_coding	9	20805645	20809919
ENSMUSG00000053565	Eif3k	protein_coding	7	28670797	28681289
ENSMUSG00000093661	Eif4e3	protein_coding	6	99602096	99643732
ENSMUSG00000031490	Eif4ebp1	protein_coding	8	27750357	27766702
ENSMUSG00000005610	Eif4g2	protein_coding	7	110666957	110682237
ENSMUSG00000040731	Eif4h	protein_coding	5	134648575	134668344
ENSMUSG00000040028	Elavl1	protein_coding	8	4335382	4375413
ENSMUSG00000048988	Elfn1	protein_coding	5	139893698	139960477
ENSMUSG00000070002	Ell	protein_coding	8	70992107	71045508
ENSMUSG00000014791	Elmo3	protein_coding	8	106032233	106037392
ENSMUSG00000035151	Elmod2	protein_coding	8	84039261	84059115
ENSMUSG00000056698	Elmod3	protein_coding	6	72542905	72575396
ENSMUSG00000029675	Eln	protein_coding	5	134731447	134776177
ENSMUSG00000013822	Elof1	protein_coding	9	22024285	22028468
ENSMUSG00000008140	Emc10	protein_coding	7	44139361	44145953
ENSMUSG00000030286	Emc3	protein_coding	6	113491835	113508613
ENSMUSG00000031819	Emc8	protein_coding	8	121380653	121395312
ENSMUSG00000004268	Emg1	protein_coding	6	124681048	124689141
ENSMUSG00000029163	Emilin1	protein_coding	5	31070746	31078621
ENSMUSG00000040811	Eml2	protein_coding	7	18910346	18940407
ENSMUSG00000030208	Emp1	protein_coding	6	135339543	135360171
ENSMUSG00000040212	Emp3	protein_coding	7	45567447	45570828
ENSMUSG00000035401	Emsy	protein_coding	7	98236344	98305990
ENSMUSG00000037419	Endod1	protein_coding	9	14265286	14292803
ENSMUSG00000013155	Enkd1	protein_coding	8	106430283	106434842
ENSMUSG00000004267	Eno2	protein_coding	6	124737016	124746636
ENSMUSG00000029326	Enoph1	protein_coding	5	100187844	100216619
ENSMUSG00000038173	Enpp6	protein_coding	8	47439922	47549797
ENSMUSG00000035245	Eogt	protein_coding	6	97086985	97126143
ENSMUSG00000029505	Ep400	protein_coding	5	110812239	110918583
ENSMUSG00000029859	Epha1	protein_coding	6	42335421	42350202
ENSMUSG00000029245	Epha5	protein_coding	5	84202620	84565241
ENSMUSG00000029710	Ephb4	protein_coding	5	137348371	137376931
ENSMUSG00000029869	Ephb6	protein_coding	6	41582416	41597443
ENSMUSG00000033805	Ephx4	protein_coding	5	107550602	107577901
ENSMUSG00000035203	Epn1	protein_coding	7	5083234	5101177
ENSMUSG00000006235	Epor	protein_coding	9	21870193	21874802
ENSMUSG00000053367	Epp13	protein_coding	7	6255709	6285065
ENSMUSG00000006276	Eps15l1	protein_coding	8	73094843	73175304
ENSMUSG00000015766	Eps8	protein_coding	6	137454243	137631874
ENSMUSG00000006154	Eps8l1	protein_coding	7	4463673	4483486
ENSMUSG00000025504	Eps8l2	protein_coding	7	140918793	140942933
ENSMUSG00000030172	Erc1	protein_coding	6	119547757	119825128
ENSMUSG00000003549	Ercc1	protein_coding	7	19078703	19090449
ENSMUSG00000030400	Ercc2	protein_coding	7	19115935	19129619
ENSMUSG00000029377	Ereg	protein_coding	5	91222481	91241505
ENSMUSG00000040857	Erf	protein_coding	7	24941986	24950186
ENSMUSG00000030304	Ergic2	protein_coding	6	148080577	148113872
ENSMUSG00000031527	Eri1	protein_coding	8	35932407	35963350
ENSMUSG00000030929	Eri2	protein_coding	7	119367902	119393281
ENSMUSG00000051978	Erich1	protein_coding	8	14077561	14140301
ENSMUSG00000031483	Erlin2	protein_coding	8	27513289	27530356
ENSMUSG00000030866	Ern2	protein_coding	7	121769116	121785430
ENSMUSG00000030219	Erp27	protein_coding	6	136884309	136899178
ENSMUSG00000029616	Erp29	protein_coding	5	121566653	121590569
ENSMUSG00000084128	Esrp2	protein_coding	8	106856951	106863606
ENSMUSG00000004610	Etfb	protein_coding	7	43093507	43107224
ENSMUSG00000039958	Etfbkmt	protein_coding	6	149041347	149052669
ENSMUSG00000040370	Etfrf1	protein_coding	6	145156860	145162665
ENSMUSG00000064254	Ethe1	protein_coding	7	24286968	24308350
ENSMUSG00000030275	Etnk1	protein_coding	6	143112947	143178033
ENSMUSG00000030199	Etv6	protein_coding	6	134012663	134247121
ENSMUSG00000035104	Eva1a	protein_coding	6	82018024	82070080
ENSMUSG00000029122	Evc	protein_coding	5	37446442	37494238
ENSMUSG00000050248	Evc2	protein_coding	5	37495843	37582399
ENSMUSG00000011831	Evi5	protein_coding	5	107892661	108022973
ENSMUSG00000011832	Evi5l	protein_coding	8	4216567	4261257
ENSMUSG00000036435	Exoc1	protein_coding	5	76677158	76718141
ENSMUSG00000043251	Exoc3l	protein_coding	8	106016556	106022733
ENSMUSG00000011263	Exoc3l2	protein_coding	7	19197256	19230687
ENSMUSG00000029763	Exoc4	protein_coding	6	33226020	33950914
ENSMUSG00000033769	Exoc6b	protein_coding	6	84595469	85046495
ENSMUSG00000074030	Exoc8	protein_coding	8	125619847	125624444
ENSMUSG00000061286	Exosc5	protein_coding	7	25358589	25370793
ENSMUSG00000029687	Ezh2	protein_coding	6	47507073	47572275
ENSMUSG00000031444	F10	protein_coding	8	13087308	13106676
ENSMUSG00000031645	F11	protein_coding	8	45694211	45715068
ENSMUSG00000050147	F2rl3	protein_coding	8	73488508	73490502
ENSMUSG00000031443	F7	protein_coding	8	13076034	13085809
ENSMUSG00000030493	Faap24	protein_coding	7	35091577	35096261
ENSMUSG00000054422	Fabp1	protein_coding	6	71176811	71182007
ENSMUSG00000031077	Fadd	protein_coding	7	144131055	144136200
ENSMUSG00000030630	Fah	protein_coding	7	84234367	84255930
ENSMUSG00000029185	Fam114a1	protein_coding	5	65127414	65199229
ENSMUSG00000028995	Fam126a	protein_coding	5	24120274	24235688
ENSMUSG00000029861	Fam131b	protein_coding	6	42292246	42301577
ENSMUSG00000057497	Fam136a	protein_coding	6	86342628	86347040
ENSMUSG00000037709	Fam13a	protein_coding	6	58909075	59001534
ENSMUSG00000070044	Fam149a	protein_coding	8	45789754	45835328
ENSMUSG00000029461	Fam168a	protein_coding	7	100355842	100490863
ENSMUSG00000074071	Fam169b	protein_coding	7	67923587	68012840
ENSMUSG00000078670	Fam174b	protein_coding	7	73390050	73426667
ENSMUSG00000047420	Fam180a	protein_coding	6	35289603	35303076
ENSMUSG00000051515	Fam181b	protein_coding	7	92729073	92731074
ENSMUSG00000047221	Fam185a	protein_coding	5	21629956	21687122
ENSMUSG00000046826	Fam187b	protein_coding	7	30673215	30689151
ENSMUSG00000030518	Fam189a1	protein_coding	7	64405839	64806318
ENSMUSG00000037210	Fam193a	protein_coding	5	34527277	34643800
ENSMUSG00000025854	Fam20c	protein_coding	5	138740269	138795832
ENSMUSG00000029463	Fam216a	protein_coding	5	122502643	122510427
ENSMUSG00000118332	Fam220a	protein_coding	5	143534461	143550286
ENSMUSG00000083012	Fam220a	protein_coding	5	143534463	143550286
ENSMUSG00000047115	Fam221a	protein_coding	6	49344673	49367473
ENSMUSG00000041930	Fam222a	protein_coding	5	114706077	114751281
ENSMUSG00000030207	Fam234b	protein_coding	6	135174975	135221953
ENSMUSG00000003039	Fam32a	protein_coding	8	72973574	72978262
ENSMUSG00000029672	Fam3c	protein_coding	6	22306519	22356242
ENSMUSG00000057068	Fam47e	protein_coding	5	92702928	92739138
ENSMUSG00000037339	Fam53a	protein_coding	5	33757691	33786979
ENSMUSG00000030956	Fam53b	protein_coding	7	132313811	132415615
ENSMUSG00000051113	Fam71e1	protein_coding	7	44146005	44150910
ENSMUSG00000079652	Fam71f2	protein_coding	6	29279592	29290679
ENSMUSG00000037808	Fam76b	protein_coding	9	13739012	13766283
ENSMUSG00000054161	Fam83e	protein_coding	7	45370636	45378916
ENSMUSG00000043068	Fam89a	protein_coding	8	125466996	125478571
ENSMUSG00000030590	Fam98c	protein_coding	7	28851935	28855659
ENSMUSG00000032815	Fanca	protein_coding	8	123995039	124045315
ENSMUSG00000034023	Fancd2	protein_coding	6	113508643	113573978
ENSMUSG00000092118	Fancf	protein_coding	7	51510325	51512015
ENSMUSG00000039187	Fanci	protein_coding	7	79041677	79100012
ENSMUSG00000053111	Fank1	protein_coding	7	133378590	133483261
ENSMUSG00000030759	Far1	protein_coding	7	113113041	113170718
ENSMUSG00000003808	Farsa	protein_coding	8	85583618	85595886
ENSMUSG00000028959	Fastk	protein_coding	5	24643438	24650285
ENSMUSG00000070047	Fat1	protein_coding	8	45388484	45505294
ENSMUSG00000074505	Fat3	protein_coding	9	15821485	16412581
ENSMUSG00000046865	Fbl	protein_coding	7	27869135	27878694
ENSMUSG00000064080	Fbln2	protein_coding	6	91189437	91249522
ENSMUSG00000042423	Fbrs	protein_coding	7	127078371	127090883
ENSMUSG00000043323	Fbrsl1	protein_coding	5	110509620	110596468
ENSMUSG00000066892	Fbxl12	protein_coding	9	20529414	20556063
ENSMUSG00000062470	Fbxl12os	lncRNA	9	20518754	20528567
ENSMUSG00000048520	Fbxl13	protein_coding	5	21688845	21850632
ENSMUSG00000030019	Fbxl14	protein_coding	6	119456629	119459591
ENSMUSG00000066640	Fbxl18	protein_coding	5	142852701	142881176
ENSMUSG00000030811	Fbxl19	protein_coding	7	127343715	127368655
ENSMUSG00000039753	Fbxl5	protein_coding	5	43901957	43978980
ENSMUSG00000033313	Fbxl8	protein_coding	8	105991280	105995958
ENSMUSG00000030598	Fbxo17	protein_coding	7	28416229	28437569
ENSMUSG00000032898	Fbxo21	protein_coding	5	118114795	118148266
ENSMUSG00000089984	Fbxo24	protein_coding	5	137610765	137627264
ENSMUSG00000038365	Fbxo25	protein_coding	8	13957803	13990522
ENSMUSG00000037463	Fbxo27	protein_coding	7	28392274	28398763
ENSMUSG00000052934	Fbxo31	protein_coding	8	122276179	122305545
ENSMUSG00000050428	Fbxo46	protein_coding	7	18853784	18874097
ENSMUSG00000038206	Fbxo8	protein_coding	8	57004125	57046974
ENSMUSG00000032867	Fbxw8	protein_coding	5	118203030	118293529
ENSMUSG00000008167	Fbxw9	protein_coding	8	85786684	85793753
ENSMUSG00000005540	Fcer2a	protein_coding	8	3731737	3744175
ENSMUSG00000047730	Fcgbp	protein_coding	7	27770661	27820287
ENSMUSG00000003420	Fcgrt	protein_coding	7	44742414	44753275
ENSMUSG00000070000	Fcho1	protein_coding	8	72161031	72178360
ENSMUSG00000030691	Fchsd2	protein_coding	7	100742070	100933612
ENSMUSG00000089665	Fcor	protein_coding	8	3721188	3722362
ENSMUSG00000033703	Fcsk	protein_coding	8	111609088	111629120
ENSMUSG00000079677	Fdx2	protein_coding	9	20978816	20984910
ENSMUSG00000097336	Fendrr	lncRNA	8	121781621	121809849
ENSMUSG00000053158	Fes	protein_coding	7	80027504	80037694
ENSMUSG00000044453	Ffar1	protein_coding	7	30556815	30560989
ENSMUSG00000051314	Ffar2	protein_coding	7	30517773	30523200
ENSMUSG00000034037	Fgd5	protein_coding	6	91955859	92052985
ENSMUSG00000048373	Fgfbp1	protein_coding	5	44136200	44139121
ENSMUSG00000031565	Fgfr1	protein_coding	8	26003670	26065734
ENSMUSG00000040242	Fgfr1op2	protein_coding	6	146478701	146500696
ENSMUSG00000030849	Fgfr2	protein_coding	7	129764181	132725079
ENSMUSG00000054252	Fgfr3	protein_coding	5	33879018	33894412
ENSMUSG00000008090	Fgfrl1	protein_coding	5	108840248	108854790
