"symbol_hs","symbol_mm"
"NSD1","Nsd1"
"RAB24","Rab24"
"MXD3","Mxd3"
"PRELID1","Prelid1"
"LMAN2","Lman2"
"RGS14","Rgs14"
"F12","F12"
"GRK6","Grk6"
"PRR7","Prr7"
"DBN1","Dbn1"
"PDLIM7","Pdlim7"
"DOK3","Dok3"
"DDX41","Ddx41"
"FAM193B","Fam193b"
"TMED9","Tmed9"
"B4GALT7","B4galt7"
"N4BP3","N4bp3"
"RMND5B","Rmnd5b"
"NHP2","Nhp2"
"HNRNPAB","Hnrnpab"
"PHYKPL","Phykpl"
"COL23A1","Col23a1"
"CLK4","Clk4"
"ZNF354A","Zfp354a"
"ZNF354B","Zfp354b"
"ZFP2","Zfp2"
"ZNF454","Zfp454"
"ZNF879","Zfp879"
"ZNF354C","Zfp354c"
"ADAMTS2","Adamts2"
"RUFY1","Rufy1"
"HNRNPH1","Hnrnph1"
"CANX","Canx"
"MAML1","Maml1"
"MGAT4B","Mgat4b"
"SQSTM1","Sqstm1"
"MRNIP","Mrnip"
"TBC1D9B","Tbc1d9b"
"RNF130","Rnf130"
"MAPK9","Mapk9"
"GFPT2","Gfpt2"
"CNOT6","Cnot6"
"SCGB3A1","Scgb3a1"
"FLT4","Flt4"
"MGAT1","Mgat1"
"ZFP62","Zfp62"
"BTNL9","Btnl9"
"TRIM7","Trim7"
"RACK1","Rack1"
"TRIM52","Trim41"
"DUSP22","Dusp22"
"IRF4","Irf4"
"EXOC2","Exoc2"
"HUS1B","Hus1b"
"FOXQ1","Foxq1"
"FOXF2","Foxf2"
"FOXC1","Foxc1"
"GMDS","Gmds"
"MYLK4","Mylk4"
"WRNIP1","Wrnip1"
"NQO2","Nqo2"
"RIPK1","Ripk1"
"BPHL","Bphl"
"TUBB2A","Tubb2a"
"TUBB2B","Tubb2b"
"PSMG4","Psmg4"
"SLC22A23","Slc22a23"
"PXDC1","Pxdc1"
"FAM50B","Fam50b"
"PRPF4B","Prpf4b"
"CDYL","Cdyl"
"RPP40","Rpp40"
"PPP1R3G","Ppp1r3g"
"LYRM4","Lyrm4"
"FARS2","Fars2"
"NRN1","Nrn1"
"F13A1","F13a1"
"LY86","Ly86"
"RREB1","Rreb1"
"SSR1","Ssr1"
"RIOK1","Riok1"
"DSP","Dsp"
"SNRNP48","Snrnp48"
"BMP6","Bmp6"
"TXNDC5","Txndc5"
"BLOC1S5","Bloc1s5"
"EEF1E1","Eef1e1"
"SLC35B3","Slc35b3"
"TFAP2A","Tfap2a"
"GCNT2","Gcnt2"
"PAK1IP1","Pak1ip1"
"TMEM14C","Tmem14c"
"MAK","Mak"
"SYCP2L","Sycp2l"
"ELOVL2","Elovl2"
"SMIM13","Smim13"
"NEDD9","Nedd9"
"TMEM170B","Tmem170b"
"ADTRP","Adtrp"
"HIVEP1","Hivep1"
"EDN1","Edn1"
"PHACTR1","Phactr1"
"TBC1D7","Tbc1d7"
"GFOD1","Gfod1"
"SIRT5","Sirt5"
"NOL7","Nol7"
"RANBP9","Ranbp9"
"MCUR1","Mcur1"
"RNF182","Rnf182"
"CD83","Cd83"
"JARID2","Jarid2"
"DTNBP1","Dtnbp1"
"MYLIP","Mylip"
"GMPR","Gmpr"
"ATXN1","Atxn1"
"STMND1","Stmnd1"
"RBM24","Rbm24"
"CAP2","Cap2"
"FAM8A1","Fam8a1"
"NUP153","Nup153"
"KIF13A","Kif13a"
"NHLRC1","Nhlrc1"
"TPMT","Tpmt"
"KDM1B","Kdm1b"
"DEK","Dek"
"RNF144B","Rnf144b"
"ID4","Id4"
"MBOAT1","Mboat1"
"E2F3","E2f3"
"CDKAL1","Cdkal1"
"SOX4","Sox4"
"DCDC2","Dcdc2a"
"MRS2","Mrs2"
"GPLD1","Gpld1"
"ALDH5A1","Aldh5a1"
"KIAA0319","D130043K22Rik"
"TDP2","Tdp2"
"ACOT13","Acot13"
"C6orf62","BC005537"
"GMNN","Gmnn"
"ARMH2","Armh2"
"RIPOR2","Ripor2"
"CARMIL1","Carmil1"
"TRIM38","Trim38"
"HFE","Hfe"
"HIST1H1E","H1f4"
"HIST1H2BD","H2bc14"
"BTN2A2","Btn2a2"
"BTN3A1","Gm36028"
"ABT1","Abt1"
"ZNF322","Zfp322a"
"HIST1H2BJ","H2bc21"
"PRSS16","Prss16"
"ZKSCAN8","Zkscan8"
"NKAPL","Nkapl"
"ZSCAN26","Zscan26"
"PGBD1","Pgbd1"
"ZSCAN12","Zscan12"
"ZBED9","Chchd2l"
"TRIM27","Trim27"
"UBD","Ubd"
"GABBR1","Gabbr1"
"ZFP57","Zfp57"
"ZNRD1","Polr1h"
"PPP1R11","Ppp1r11"
"RNF39","Rnf39"
"TRIM31","Trim31"
"TRIM26","Trim26"
"TRIM39","Trim39"
"RPP21","Rpp21"
"GNL1","Gnl1"
"PRR3","Prr3"
"ABCF1","Abcf1"
"PPP1R10","Ppp1r10"
"MRPS18B","Mrps18b"
"ATAT1","Atat1"
"C6orf136","2310061I04Rik"
"DHX16","Dhx16"
"PPP1R18","Ppp1r18"
"NRM","Nrm"
"MDC1","Mdc1"
"TUBB","Tubb5"
"FLOT1","Flot1"
"IER3","Ier3"
"DDR1","Ddr1"
"GTF2H4","Gtf2h4"
"VARS2","Vars2"
"MUCL3","Mucl3"
"CCHCR1","Cchcr1"
"TCF19","Tcf19"
"DDX39B","Ddx39b"
"ATP6V1G2","Atp6v1g2"
"NFKBIL1","Nfkbil1"
"LTA","Lta"
"TNF","Tnf"
"LTB","Ltb"
"LST1","Lst1"
"AIF1","Aif1"
"PRRC2A","Prrc2a"
"BAG6","Bag6"
"APOM","Apom"
"C6orf47","D17H6S53E"
"GPANK1","Gpank1"
"CSNK2B","Csnk2b"
"LY6G5B","Ly6g5b"
"LY6G5C","Ly6g5c"
"ABHD16A","Abhd16a"
"MPIG6B","Mpig6b"
"DDAH2","Ddah2"
"CLIC1","Clic1"
"MSH5","Msh5"
"SAPCD1","Sapcd1"
"VWA7","Vwa7"
"VARS","Vars"
"LSM2","Lsm2"
"HSPA1L","Hspa1l"
"NEU1","Neu1"
"SLC44A4","Slc44a4"
"EHMT2","Ehmt2"
"C2","C2"
"CFB","Cfb"
"NELFE","Nelfe"
"SKIV2L","Skiv2l"
"DXO","Dxo"
"STK19","Stk19"
"CYP21A2","Cyp21a1"
"TNXB","Tnxb"
"ATF6B","Atf6b"
"PRRT1","Prrt1"
"PPT2","Ppt2"
"EGFL8","Egfl8"
"AGPAT1","Agpat1"
"RNF5","Rnf5"
"AGER","Ager"
"PBX2","Pbx2"
"GPSM3","Gpsm3"
"HLA-DRA","H2-Ea"
"HLA-DOB","H2-Ob"
"TAP2","Tap2"
"PSMB8","Psmb8"
"PSMB9","Psmb9"
"TAP1","Tap1"
"HLA-DMA","H2-DMa"
"BRD2","Brd2"
"HLA-DOA","H2-Oa"
"COL11A2","Col11a2"
"RXRB","Rxrb"
"SLC39A7","Slc39a7"
"HSD17B8","H2-Ke6"
"RING1","Ring1"
"VPS52","Vps52"
"B3GALT4","B3galt4"
"WDR46","Wdr46"
"PFDN6","Pfdn6"
"RGL2","Rgl2"
"TAPBP","Tapbp"
"ZBTB22","Zbtb22"
"DAXX","Daxx"
"PHF1","Phf1"
"CUTA","Cuta"
"SYNGAP1","Syngap1"
"ZBTB9","Zbtb9"
"BAK1","Bak1"
"ITPR3","Itpr3"
"UQCC2","Uqcc2"
"IP6K3","Ip6k3"
"LEMD2","Lemd2"
"HMGA1","Hmga1"
"SMIM29","AI413582"
"NUDT3","Nudt3"
"PACSIN1","Pacsin1"
"SPDEF","Spdef"
"ILRUN","Ilrun"
"SNRPC","Snrpc"
"UHRF1BP1","Uhrf1bp1"
"TAF11","Taf11"
"ANKS1A","Anks1"
"TCP11","Tcp11"
"SCUBE3","Scube3"
"ZNF76","Zfp523"
"DEF6","Def6"
"PPARD","Ppard"
"FANCE","Fance"
"TEAD3","Tead3"
"FKBP5","Fkbp5"
"ARMC12","Armc12"
"SRPK1","Srpk1"
"SLC26A8","Slc26a8"
"MAPK14","Mapk14"
"MAPK13","Mapk13"
"BRPF3","Brpf3"
"KCTD20","Kctd20"
"STK38","Stk38"
"SRSF3","Srsf3"
"CDKN1A","Cdkn1a"
"RAB44","Rab44"
"CPNE5","Cpne5"
"PPIL1","Ppil1"
"C6orf89","BC004004"
"PI16","Pi16"
"MTCH1","Mtch1"
"FGD2","Fgd2"
"PIM1","Pim1"
"TMEM217","Tmem217"
"TBC1D22B","Tbc1d22b"
"RNF8","Rnf8"
"CMTR1","Cmtr1"
"CCDC167","Ccdc167"
"MDGA1","Mdga1"
"ZFAND3","Zfand3"
"BTBD9","Btbd9"
"GLO1","Glo1"
"GLP1R","Glp1r"
"SAYSD1","Saysd1"
"KCNK5","Kcnk5"
"KIF6","Kif6"
"DAAM2","Daam2"
"MOCS1","Mocs1"
"UNC5CL","Unc5cl"
"OARD1","Oard1"
"NFYA","Nfya"
"TREML1","Treml1"
"TREM2","Trem2"
"TREML2","Treml2"
"TREM1","Trem1"
"FOXP4","Foxp4"
"MDFI","Mdfi"
"TFEB","Tfeb"
"PGC","Pgc"
"FRS3","Frs3"
"PRICKLE4","Prickle4"
"TOMM6","Tomm6"
"USP49","Usp49"
"MED20","Med20"
"BYSL","Bysl"
"CCND3","Ccnd3"
"TAF8","Taf8"
"C6orf132","AI661453"
"GUCA1B","Guca1b"
"MRPS10","Mrps10"
"TRERF1","Trerf1"
"UBR2","Ubr2"
"PRPH2","Prph2"
"TBCC","Tbcc"
"BICRAL","Bicral"
"C6orf226","2310039H08Rik"
"PTCRA","Ptcra"
"CNPY3","Cnpy3"
"GNMT","Gnmt"
"PEX6","Pex6"
"PPP2R5D","Ppp2r5d"
"MEA1","Mea1"
"KLHDC3","Klhdc3"
"RRP36","Rrp36"
"CUL7","Cul7"
"KLC4","Klc4"
"MRPL2","Mrpl2"
"PTK7","Ptk7"
"SRF","Srf"
"CUL9","Cul9"
"DNPH1","Dnph1"
"CRIP3","Crip3"
"ZNF318","Zfp318"
"ABCC10","Abcc10"
"DLK2","Dlk2"
"TJAP1","Tjap1"
"LRRC73","Lrrc73"
"POLR1C","Polr1c"
"YIPF3","Yipf3"
"XPO5","Xpo5"
"POLH","Polh"
"GTPBP2","Gtpbp2"
"MAD2L1BP","Mad2l1bp"
"RSPH9","Rsph9"
"MRPS18A","Mrps18a"
"VEGFA","Vegfa"
"MRPL14","Mrpl14"
"TMEM63B","Tmem63b"
"CAPN11","Capn11"
"MYMX","Mymx"
"SLC29A1","Slc29a1"
"HSP90AB1","Hsp90ab1"
"SLC35B2","Slc35b2"
"NFKBIE","Nfkbie"
"TCTE1","Tcte1"
"AARS2","Aars2"
"SPATS1","Spats1"
"SUPT3H","Supt3"
"RUNX2","Runx2"
"CLIC5","Clic5"
"ENPP4","Enpp4"
"ENPP5","Enpp5"
"RCAN2","Rcan2"
"CYP39A1","Cyp39a1"
"SLC25A27","Slc25a27"
"TDRD6","Tdrd6"
"PLA2G7","Pla2g7"
"ANKRD66","Ankrd66"
"ADGRF5","Adgrf5"
"ADGRF1","Adgrf1"
"TNFRSF21","Tnfrsf21"
"CD2AP","Cd2ap"
"ADGRF4","Adgrf4"
"PTCHD4","Ptchd4"
"MMUT","Mmut"
"CENPQ","Cenpq"
"C6orf141","9130008F23Rik"
"CRISP2","Crisp2"
"MCM3","Mcm3"
"PAQR8","Paqr8"
"EFHC1","Efhc1"
"TRAM2","Tram2"
"TMEM14A","Tmem14a"
"ICK","Cilk1"
"FBXO9","Fbxo9"
"ELOVL5","Elovl5"
"GCLC","Gclc"
"LRRC1","Lrrc1"
"HCRTR2","Hcrtr2"
"HMGCLL1","Hmgcll1"
"BMP5","Bmp5"
"DST","Dst"
"BEND6","Bend6"
"ZNF451","Zfp451"
"BAG2","Bag2"
"RAB23","Rab23"
"PRIM2","Prim2"
"KHDRBS2","Khdrbs2"
"LGSN","Lgsn"
"PHF3","Phf3"
"ADGRB3","Adgrb3"
"LMBRD1","Lmbrd1"
"FAM135A","Fam135a"
"SDHAF4","Sdhaf4"
"SMAP1","Smap1"
"B3GAT2","B3gat2"
"OGFRL1","Ogfrl1"
"RIMS1","Rims1"
"KCNQ5","Kcnq5"
"CGAS","Cgas"
"MTO1","Mto1"
"SLC17A5","Slc17a5"
"CD109","Cd109"
"COL12A1","Col12a1"
"COX7A2","Cox7a2"
"TMEM30A","Tmem30a"
"FILIP1","Filip1"
"SENP6","Senp6"
"MYO6","Myo6"
"IRAK1BP1","Irak1bp1"
"PHIP","Phip"
"HMGN3","Hmgn3"
"LCA5","Lca5"
"SH3BGRL2","Sh3bgrl2"
"ELOVL4","Elovl4"
"TTK","Ttk"
"BCKDHB","Bckdhb"
"TENT5A","Tent5a"
"IBTK","Ibtk"
"TPBG","Tpbg"
"UBE3D","Ube2cbp"
"DOP1A","Dop1a"
"PGM3","Pgm3"
"RWDD2A","Rwdd2a"
"ME1","Me1"
"PRSS35","Prss35"
"CYB5R4","Cyb5r4"
"MRAP2","Mrap2"
"CEP162","Cep162"
"NT5E","Nt5e"
"SNX14","Snx14"
"SYNCRIP","Syncrip"
"ZNF292","Zfp292"
"SMIM8","Smim8"
"C6orf163","Gm136"
"CFAP206","Cfap206"
"SLC35A1","Slc35a1"
"RARS2","Rars2"
"ORC3","Orc3"
"AKIRIN2","Akirin2"
"CNR1","Cnr1"
"RNGTT","Rngtt"
"PNRC1","Pnrc1"
"SRSF12","Srsf12"
"PM20D2","Pm20d2"
"GABRR2","Gabrr2"
"UBE2J1","Ube2j1"
"RRAGD","Rragd"
"ANKRD6","Ankrd6"
"LYRM2","Lyrm2"
"MDN1","Mdn1"
"CASP8AP2","Casp8ap2"
"BACH2","Bach2"
"MAP3K7","Map3k7"
"EPHA7","Epha7"
"MANEA","Manea"
"UFL1","Ufl1"
"FHL5","Fhl5"
"GPR63","Gpr63"
"NDUFAF4","Ndufaf4"
"KLHL32","Klhl32"
"MMS22L","Mms22l"
"FBXL4","Fbxl4"
"FAXC","Faxc"
"COQ3","Coq3"
"PNISR","Pnisr"
"USP45","Usp45"
"CCNC","Ccnc"
"ASCC3","Ascc3"
"GRIK2","Grik2"
"HACE1","Hace1"
"BVES","Bves"
"POPDC3","Popdc3"
"PREP","Prep"
"PRDM1","Prdm1"
"ATG5","Atg5"
"CRYBG1","Crybg1"
"RTN4IP1","Rtn4ip1"
"QRSL1","Qrsl1"
"CD24","Cd24a"
"MTRES1","Mtres1"
"BEND3","Bend3"
"PDSS2","Pdss2"
"SOBP","Sobp"
"SCML4","Scml4"
"SEC63","Sec63"
"OSTM1","Ostm1"
"SNX3","Snx3"
"AFG1L","Afg1l"
"FOXO3","Foxo3"
"ARMC2","Armc2"
"SESN1","Sesn1"
"CEP57L1","Cep57l1"
"CD164","Cd164"
"PPIL6","Ppil6"
"SMPD2","Smpd2"
"MICAL1","Mical1"
"ZBTB24","Zbtb24"
"AK9","Ak9"
"FIG4","Fig4"
"WASF1","Wasf1"
"CDC40","Cdc40"
"DDO","Ddo"
"SLC22A16","Slc22a16"
"CDK19","Cdk19"
"GTF3C6","Gtf3c6"
"RPF2","Rpf2"
"SLC16A10","Slc16a10"
"REV3L","Rev3l"
"TRAF3IP2","Traf3ip2"
"FYN","Fyn"
"TUBE1","Tube1"
"FAM229B","Fam229b"
"LAMA4","Lama4"
"MARCKS","Marcks"
"HDAC2","Hdac2"
"FRK","Frk"
"NT5DC1","Nt5dc1"
"TSPYL4","Tspyl4"
"DSE","Dse"
"TSPYL1","Tspyl1"
"CALHM6","Calhm6"
"TRAPPC3L","Trappc3l"
"CALHM5","Calhm5"
"RWDD1","Rwdd1"
"RSPH4A","Rsph4a"
"ZUP1","Zup1"
"FAM162B","Fam162b"
"ROS1","Ros1"
"DCBLD1","Dcbld1"
"GOPC","Gopc"
"NUS1","Nus1"
"SLC35F1","Slc35f1"
"CEP85L","Cep85l"
"PLN","Pln"
"MCM9","Mcm9"
"ASF1A","Asf1a"
"FAM184A","Fam184a"
"MAN1A1","Man1a"
"TBC1D32","Tbc1d32"
"GJA1","Gja6"
"HSF2","Hsf2"
"SERINC1","Serinc1"
"PKIB","Pkib"
"SMPDL3A","Smpdl3a"
"RNF217","Rnf217"
"TPD52L1","Tpd52l1"
"HDDC2","Hddc2"
"HEY2","Hey2"
"NCOA7","Ncoa7"
"HINT3","Hint3"
"TRMT11","Trmt11"
"CENPW","Cenpw"
"RSPO3","Rspo3"
"RNF146","Rnf146"
"ECHDC1","Echdc1"
"KIAA0408","9330159F19Rik"
"SOGA3","Soga3"
"THEMIS","Themis"
"PTPRK","Ptprk"
"LAMA2","Lama2"
"ARHGAP18","Arhgap18"
"L3MBTL3","L3mbtl3"
"SAMD3","Samd3"
"TMEM200A","Tmem200a"
"EPB41L2","Epb41l2"
"AKAP7","Akap7"
"ARG1","Arg1"
"MED23","Med23"
"ENPP3","Enpp3"
"ENPP1","Enpp1"
"CCN2","Ccn2"
"MOXD1","Moxd1"
"STX7","Stx7"
"VNN1","Vnn1"
"SLC18B1","Slc18b1"
"EYA4","Eya4"
"TCF21","Tcf21"
"TBPL1","Tbpl1"
"SLC2A12","Slc2a12"
"SGK1","Sgk1"
"ALDH8A1","Aldh8a1"
"HBS1L","Hbs1l"
"MYB","Myb"
"AHI1","Ahi1"
"PDE7B","Pde7b"
"MTFR2","Mtfr2"
"BCLAF1","Bclaf1"
"MAP7","Map7"
"MAP3K5","Map3k5"
"PEX7","Pex7"
"IL20RA","Il20ra"
"IFNGR1","Ifngr1"
"TNFAIP3","Tnfaip3"
"PERP","Perp"
"ARFGEF3","Arfgef3"
"HEBP2","Hebp2"
"NHSL1","Nhsl1"
"CCDC28A","Ccdc28a"
"ECT2L","Ect2l"
"REPS1","Reps1"
"ABRACL","Abracl"
"HECA","Heca"
"TXLNB","Txlnb"
"CITED2","Cited2"
"VTA1","Vta1"
"ADGRG6","Adgrg6"
"HIVEP2","Hivep2"
"AIG1","Aig1"
"ADAT2","Adat2"
"PEX3","Pex3"
"FUCA2","Fuca2"
"PHACTR2","Phactr2"
"LTV1","Ltv1"
"PLAGL1","Plagl1"
"SF3B5","Sf3b5"
"STX11","Stx11"
"UTRN","Utrn"
"EPM2A","Epm2a"
"FBXO30","Fbxo30"
"SHPRH","Shprh"
"ADGB","Adgb"
"STXBP5","Stxbp5"
"SAMD5","Samd5"
"SASH1","Sash1"
"UST","Ust"
"TAB2","Tab2"
"ZC3H12D","Zc3h12d"
"PPIL4","Ppil4"
"GINM1","Ginm1"
"KATNA1","Katna1"
"LATS1","Lats1"
"NUP43","Nup43"
"PCMT1","Pcmt1"
"LRP11","Lrp11"
"PPP1R14C","Ppp1r14c"
"IYD","Iyd"
"PLEKHG1","Plekhg1"
"MTHFD1L","Mthfd1l"
"AKAP12","Akap12"
"ZBTB2","Zbtb2"
"RMND1","Rmnd1"
"ARMT1","Armt1"
"CCDC170","Ccdc170"
"ESR1","Esr1"
"SYNE1","Syne1"
"MYCT1","Myct1"
"VIP","Vip"
"FBXO5","Fbxo5"
"MTRF1L","Mtrf1l"
"RGS17","Rgs17"
"IPCEF1","Ipcef1"
"CNKSR3","Cnksr3"
"SCAF8","Scaf8"
"TIAM2","Tiam2"
"TFB1M","Tfb1m"
"ARID1B","Arid1b"
"TMEM242","Tmem242"
"ZDHHC14","Zdhhc14"
"SNX9","Snx9"
"SYNJ2","Synj2"
"SERAC1","Serac1"
"GTF2H5","Gtf2h5"
"TULP4","Tulp4"
"TMEM181","Tmem181a"
"SYTL3","Sytl3"
"EZR","Ezr"
"FNDC1","Fndc1"
"SOD2","Sod2"
"WTAP","Wtap"
"TCP1","Tcp1"
"MRPL18","Mrpl18"
"PNLDC1","Pnldc1"
"IGF2R","Igf2r"
"SLC22A1","Slc22a1"
"SLC22A3","Slc22a3"
"MAP3K4","Map3k4"
"AGPAT4","Agpat4"
"PRKN","Prkn"
"PACRG","Pacrg"
"QKI","Qki"
"C6orf118","1700010I14Rik"
"PDE10A","Pde10a"
"PRR18","Prr18"
"MPC1","Mpc1"
"CCR6","Ccr6"
"AFDN","Afdn"
"DACT2","Dact2"
"SMOC2","Smoc2"
"THBS2","Thbs2"
"WDR27","Wdr27"
"C6orf120","1600012H06Rik"
"PHF10","Phf10"
"DLL1","Dll1"
"FAM120B","Fam120b"
"PSMB1","Psmb1"
"TBP","Tbp"
"PDCD2","Pdcd2"
"FAM20C","Fam20c"
"PDGFA","Pdgfa"
"PRKAR1B","Prkar1b"
"DNAAF5","Dnaaf5"
"SUN1","Sun1"
"GET4","Get4"
"ADAP1","Adap1"
"COX19","Cox19"
"C7orf50","3110082I17Rik"
"GPR146","Gpr146"
"GPER1","Gper1"
"ZFAND2A","Zfand2a"
"MICALL2","Micall2"
"INTS1","Ints1"
"MAFK","Mafk"
"TMEM184A","Tmem184a"
"PSMG3","Psmg3"
"ELFN1","Elfn1"
"MAD1L1","Mad1l1"
"MRM2","Mrm2"
"NUDT1","Nudt1"
"SNX8","Snx8"
"EIF3B","Eif3b"
"CHST12","Chst12"
"LFNG","Lfng"
"BRAT1","Brat1"
"TTYH3","Ttyh3"
"AMZ1","Amz1"
"GNA12","Gna12"
"CARD11","Card11"
"SDK1","Sdk1"
"FOXK1","Foxk1"
"AP5Z1","Ap5z1"
"RADIL","Radil"
"RBAK","Rbak"
"WIPI2","Wipi2"
"SLC29A4","Slc29a4"
"TNRC18","Tnrc18"
"FBXL18","Fbxl18"
"ACTB","Actb"
"FSCN1","Fscn1"
"RNF216","Rnf216"
"PMS2","Pms2"
"AIMP2","Aimp2"
"EIF2AK1","Eif2ak1"
"USP42","Usp42"
"CYTH3","Cyth3"
"DAGLB","Daglb"
"KDELR2","Kdelr2"
"ZDHHC4","Zdhhc4"
"C7orf26","Ents15"
"ZNF853","Zfp853"
"ZNF316","Zfp316"
"ZNF12","Zfp12"
"C1GALT1","C1galt1"
"COL28A1","Col28a1"
"MIOS","Mios"
"RPA3","Rpa3"
"UMAD1","Umad1"
"GLCCI1","Glcci1"
"ICA1","Ica1"
"NDUFA4","Ndufa4"
"PHF14","Phf14"
"THSD7A","Thsd7a"
"TMEM106B","Tmem106b"
"SCIN","Scin"
"ARL4A","Arl4a"
"ETV1","Etv1"
"AGMO","Agmo"
"MEOX2","Meox2"
"CRPPA","Crppa"
"SOSTDC1","Sostdc1"
"ANKMY2","Ankmy2"
"BZW2","Bzw2"
"TSPAN13","Tspan13"
"AGR2","Agr2"
"AGR3","Agr3"
"AHR","Ahr"
"SNX13","Snx13"
"HDAC9","Hdac9"
"TWIST1","Twist1"
"MACC1","Macc1"
"ITGB8","Itgb8"
"SP4","Sp4"
"DNAH11","Dnah11"
"CDCA7L","Cdca7l"
"RAPGEF5","Rapgef5"
"IL6","Il6"
"TOMM7","Tomm7"
"FAM126A","Fam126a"
"KLHL7","Klhl7"
"NUP42","Nupl2"
"GPNMB","Gpnmb"
"MALSU1","Malsu1"
"IGF2BP3","Igf2bp3"
"TRA2A","Tra2a"
"CCDC126","Ccdc126"
"FAM221A","Fam221a"
"STK31","Stk31"
"NPY","Npy"
"MPP6","Pals2"
"GSDME","Gsdme"
"OSBPL3","Osbpl3"
"C7orf31","4921507P07Rik"
"NFE2L3","Nfe2l3"
"HNRNPA2B1","Hnrnpa2b1"
"CBX3","Cbx3"
"SNX10","Snx10"
"SKAP2","Skap2"
"HOXA1","Hoxa1"
"HOXA2","Hoxa2"
"HOXA3","Hoxa3"
"HOXA4","Hoxa4"
"HOXA5","Hoxa5"
"HOXA7","Hoxa7"
"HOXA9","Hoxa9"
"HOXA10","Hoxa10"
"HIBADH","Hibadh"
"TAX1BP1","Tax1bp1"
"JAZF1","Jazf1"
"CREB5","Creb5"
"TRIL","Tril"
"CPVL","Cpvl"
"CHN2","Chn2"
"PRR15","Prr15"
"WIPF3","Wipf3"
"SCRN1","Scrn1"
"FKBP14","Fkbp14"
"PLEKHA8","Plekha8"
"MTURN","Mturn"
"ZNRF2","Znrf2"
"NOD1","Nod1"
"GGCT","Ggct"
"INMT","Inmt"
"MINDY4","Mindy4"
"AQP1","Aqp1"
"ADCYAP1R1","Adcyap1r1"
"PDE1C","Pde1c"
"LSM5","Lsm5"
"AVL9","Avl9"
"KBTBD2","Kbtbd2"
"FKBP9","Fkbp9"
"NT5C3A","Nt5c3"
"RP9","Rp9"
"BBS9","Bbs9"
"BMPER","Bmper"
"DPY19L1","Dpy19l1"
"HERPUD2","Herpud2"
"SEPTIN7","Septin7"
"EEPD1","Eepd1"
"KIAA0895","9530077C05Rik"
"ANLN","Anln"
"AOAH","Aoah"
"ELMO1","Elmo1"
"GPR141","Gpr141"
"EPDR1","Epdr1"
"NME8","Nme8"
"SFRP4","Sfrp4"
"STARD3NL","Stard3nl"
"AMPH","Amph"
"VPS41","Vps41"
"YAE1","Yae1d1"
"RALA","Rala"
"CDK13","Cdk13"
"SUGCT","Sugct"
"INHBA","Inhba"
"GLI3","Gli3"
"C7orf25","AW209491"
"PSMA2","Psma2"
"MRPL32","Mrpl32"
"HECW1","Hecw1"
"BLVRA","Blvra"
"MRPS24","Mrps24"
"URGCP","Urgcp"
"DBNL","Dbnl"
"PGAM2","Pgam2"
"POLM","Polm"
"AEBP1","Aebp1"
"POLD2","Pold2"
"GCK","Gck"
"YKT6","Ykt6"
"CAMK2B","Camk2b"
"NUDCD3","Nudcd3"
"NPC1L1","Npc1l1"
"DDX56","Ddx56"
"TMED4","Tmed4"
"OGDH","Ogdh"
"ZMIZ2","Zmiz2"
"PURB","Purb"
"MYO1G","Myo1g"
"CCM2","Ccm2"
"NACAD","Nacad"
"TBRG4","Tbrg4"
"RAMP3","Ramp3"
"ADCY1","Adcy1"
"IGFBP1","Igfbp1"
"IGFBP3","Igfbp3"
"TNS3","Tns3"
"PKD1L1","Pkd1l1"
"HUS1","Hus1"
"C7orf57","Gm11992"
"UPP1","Upp1"
"ABCA13","Abca13"
"VWC2","Vwc2"
"IKZF1","Ikzf1"
"FIGNL1","Fignl1"
"DDC","Ddc"
"GRB10","Grb10"
"COBL","Cobl"
"SEC61G","Sec61g"
"EGFR","Egfr"
"LANCL2","Lancl2"
"VOPP1","Vopp1"
"ZNF713","Zfp275"
"NIPSNAP2","Nipsnap2"
"MRPS17","Mrps17"
"PSPH","Psph"
"CCT6A","Cct6a"
"SUMF2","Sumf2"
"PHKG1","Phkg1"
"CHCHD2","Chchd2"
"NUPR2","Nupr1l"
"VKORC1L1","Vkorc1l1"
"GUSB","Gusb"
"ASL","Asl"
"CRCP","Crcp"
"TPST1","Tpst1"
"KCTD7","Kctd7"
"RABGEF1","Rabgef1"
"TMEM248","Tmem248"
"SBDS","Sbds"
"AUTS2","Auts2"
"GALNT17","Galnt17"
"NSUN5","Nsun5"
"FKBP6","Fkbp6"
"FZD9","Fzd9"
"BAZ1B","Baz1b"
"BCL7B","Bcl7b"
"TBL2","Tbl2"
"MLXIPL","Mlxipl"
"VPS37D","Vps37d"
"DNAJC30","Dnajc30"
"BUD23","Bud23"
"STX1A","Stx1a"
"ABHD11","Abhd11"
"CLDN3","Cldn3"
"CLDN4","Cldn13"
"METTL27","Mettl27"
"TMEM270","Tmem270"
"ELN","Eln"
"LIMK1","Limk1"
"EIF4H","Eif4h"
"LAT2","Lat2"
"RFC2","Rfc2"
"CLIP2","Clip2"
"GTF2IRD1","Gtf2ird1"
"GTF2I","Gtf2i"
"NCF1","Ncf1"
"CASTOR2","Castor2"
"RCC1L","Rcc1l"
"HIP1","Hip1"
"CCL24","Ccl24"
"RHBDD2","Rhbdd2"
"POR","Por"
"TMEM120A","Tmem120a"
"STYXL1","Styxl1"
"MDH2","Mdh2"
"SRRM3","Srrm3"
"HSPB1","Hspb1"
